Lat,Lon,hour,is_wekend,dbscan_cluster,dbscan2_cluster
40.7546,-73.9774,18,0,0,0
40.6838,-73.8057,0,0,0,0
40.7299,-73.9812,23,0,0,0
40.7042,-73.9866,12,0,0,0
40.7851,-73.9811,15,0,0,0
40.7074,-74.0044,16,0,0,0
40.72,-74.0086,19,1,0,0
40.7353,-73.9942,20,0,0,0
40.746,-74.0321,9,1,0,0
40.7503,-73.9769,16,0,0,0
40.7783,-73.9787,14,1,0,0
40.688,-73.9786,5,0,0,0
40.7831,-73.9528,2,0,0,0
40.6446,-73.7821,16,1,0,0
40.7214,-73.9937,3,1,0,0
40.7235,-74.008,12,0,0,0
40.7152,-74.0157,18,0,0,0
40.669,-73.9864,18,1,0,0
40.7466,-74.0098,21,0,0,0
40.7676,-73.9824,16,1,0,0
40.7276,-73.9853,16,0,0,0
40.7597,-73.9734,19,0,0,0
40.6944,-73.9067,3,0,0,0
40.7343,-74.0031,22,0,0,0
40.7347,-73.9963,11,0,0,0
40.7385,-73.9842,14,0,0,0
40.768,-73.9314,10,0,0,0
40.7665,-73.9941,21,0,0,0
40.689,-73.9888,9,0,0,0
40.6912,-74.1773,16,0,1,1
40.7587,-73.9891,12,1,0,0
40.7208,-73.9977,12,0,0,0
40.7792,-73.9149,3,0,0,0
40.7174,-73.8619,9,0,0,0
40.7427,-73.992,3,0,0,0
40.7571,-73.9765,11,0,0,0
40.7745,-73.9637,20,0,0,0
40.7189,-74.0066,20,0,0,0
40.749,-73.9914,10,0,0,0
40.718,-73.9901,22,1,0,0
40.7489,-73.9925,21,0,0,0
40.7588,-73.9762,6,0,0,0
40.7325,-73.9951,14,0,0,0
40.7559,-73.977,21,0,0,0
40.7552,-73.9732,8,0,0,0
40.7531,-73.9834,21,0,0,0
40.7617,-73.977,20,0,0,0
40.645,-73.7814,11,1,0,0
40.7068,-73.9249,11,0,0,0
40.7338,-73.9862,3,1,0,0
40.6905,-73.9918,7,0,0,0
40.7791,-73.9589,14,0,0,0
40.8076,-73.9457,0,1,0,0
40.7635,-73.9778,11,0,0,0
40.7556,-73.9758,1,0,0,0
40.7249,-73.9923,17,0,0,0
40.7244,-74.0014,18,0,0,0
40.7555,-73.9861,9,1,0,0
40.7832,-73.9548,8,1,0,0
40.7341,-73.9778,19,0,0,0
40.7922,-73.9262,15,0,0,0
40.7453,-74.0084,10,0,0,0
40.7741,-73.9611,12,0,0,0
40.729,-73.9844,19,0,0,0
40.7554,-74.0032,19,0,0,0
40.6708,-73.9509,14,1,0,0
40.7545,-73.976,9,0,0,0
40.6871,-73.9559,10,0,0,0
40.6777,-73.9508,5,0,0,0
40.7523,-73.9875,17,0,0,0
40.7229,-74.0044,15,0,0,0
40.6854,-73.978,19,1,0,0
40.7842,-73.9834,8,0,0,0
40.7482,-73.9918,14,0,0,0
40.7137,-74.0101,21,0,0,0
40.749,-73.9761,14,0,0,0
40.7399,-74.0061,13,1,0,0
40.7521,-73.9937,20,1,0,0
40.7594,-73.8329,12,1,0,0
40.7615,-73.97,14,0,0,0
40.7416,-73.982,21,1,0,0
40.7514,-74.0314,14,0,0,0
40.7805,-73.9753,19,0,0,0
40.7369,-73.9867,18,0,0,0
40.7715,-73.9891,13,0,0,0
40.7937,-73.9218,21,0,0,0
40.7247,-73.9823,21,0,0,0
40.7196,-73.9606,22,1,0,0
40.7521,-73.9945,10,0,0,0
40.6719,-73.9872,16,1,0,0
40.7525,-73.9795,21,0,0,0
40.7415,-73.9812,23,0,0,0
40.743,-73.9892,9,0,0,0
40.7259,-73.9866,0,1,0,0
40.7521,-73.9929,12,0,0,0
40.7627,-73.9861,17,0,0,0
40.7615,-73.968,14,0,0,0
40.7038,-74.0101,15,0,0,0
40.7546,-73.9841,15,0,0,0
40.6785,-73.973,6,0,0,0
40.7018,-73.9516,17,0,0,0
40.7294,-73.9839,16,1,0,0
40.7588,-73.9739,16,0,0,0
40.7216,-73.9994,16,1,0,0
40.7599,-73.9962,13,0,0,0
40.7533,-73.9721,20,1,0,0
40.7421,-73.995,4,0,0,0
40.7257,-73.9519,6,0,0,0
40.7751,-73.9908,9,0,0,0
40.7443,-73.9917,17,0,0,0
40.7309,-73.9879,11,1,0,0
40.7259,-73.992,22,0,0,0
40.7623,-73.9783,5,0,0,0
40.7586,-73.9929,15,0,0,0
40.6828,-73.9783,5,0,0,0
40.7188,-74.0107,12,0,0,0
40.7582,-73.973,20,0,0,0
40.7082,-74.0176,17,0,0,0
40.6666,-73.9879,18,0,0,0
40.7073,-74.0043,12,0,0,0
40.707,-74.0164,19,1,0,0
40.6614,-73.9972,16,0,0,0
40.7823,-73.9465,18,0,0,0
40.7418,-73.9901,18,1,0,0
40.7643,-73.9808,13,0,0,0
40.7234,-74.003,17,0,0,0
40.7471,-73.9965,23,1,0,0
40.7644,-73.9983,15,1,0,0
40.7449,-73.9762,21,1,0,0
40.751,-74.006,14,0,0,0
40.7642,-73.9828,11,1,0,0
40.7602,-73.9807,17,0,0,0
40.8513,-73.8533,20,1,0,0
40.7706,-73.9856,4,0,0,0
40.7239,-73.9509,22,0,0,0
40.6447,-73.7821,22,1,0,0
40.7766,-73.9893,23,0,0,0
40.7516,-73.9941,19,1,0,0
40.7334,-73.9991,5,0,0,0
40.7412,-73.9187,8,0,0,0
40.7566,-73.9823,19,0,0,0
40.7442,-73.9856,13,0,0,0
40.7271,-73.9839,11,1,0,0
40.7139,-73.9653,22,0,0,0
40.7413,-73.9897,18,0,0,0
40.7794,-73.9593,8,0,0,0
40.7584,-73.9654,14,0,0,0
40.764,-73.9736,0,1,0,0
40.7054,-74.0077,16,0,0,0
40.774,-73.8726,18,1,0,0
40.7483,-73.9847,18,0,0,0
40.7084,-73.9212,6,0,0,0
40.7705,-73.9803,14,0,0,0
40.7603,-73.9618,19,0,0,0
40.7667,-73.9598,17,0,0,0
40.673,-73.9923,14,0,0,0
40.7069,-73.9476,0,0,0,0
40.7742,-73.8722,14,0,0,0
40.7115,-74.0068,4,0,0,0
40.7285,-73.9995,20,1,0,0
40.7497,-73.9922,10,1,0,0
40.7595,-73.9892,23,0,0,0
40.7807,-73.9569,21,0,0,0
40.7242,-73.9936,14,0,0,0
40.774,-73.8738,23,0,0,0
40.7338,-73.9431,10,0,0,0
40.7746,-73.9634,15,0,0,0
40.7378,-73.9981,23,1,0,0
40.7201,-74.0104,16,0,0,0
40.7073,-74.0027,23,0,0,0
40.7309,-74.0049,18,1,0,0
40.7493,-73.9922,19,1,0,0
40.7308,-73.9889,22,1,0,0
40.7308,-74.0052,4,0,0,0
40.7448,-73.997,18,0,0,0
40.7562,-73.9614,19,0,0,0
40.6945,-73.9961,22,0,0,0
40.7505,-74.0238,4,0,0,0
40.7307,-73.9862,21,0,0,0
40.7146,-73.9939,9,0,0,0
40.807,-73.9536,17,1,0,0
40.7503,-73.9913,14,0,0,0
40.7279,-73.9911,0,0,0,0
40.7305,-73.9833,11,0,0,0
40.714,-74.0146,20,0,0,0
40.7059,-74.0101,17,0,0,0
40.7201,-74.0108,18,0,0,0
40.7238,-73.5872,20,1,0,-1
40.6892,-73.9935,21,0,0,0
40.6448,-73.7825,19,1,0,0
40.72,-74.0086,11,1,0,0
40.7738,-73.9814,21,0,0,0
40.7732,-73.8855,9,0,0,0
40.7583,-73.9854,16,0,0,0
40.7043,-74.0118,20,0,0,0
40.7516,-73.9762,8,0,0,0
40.7092,-74.0138,13,0,0,0
40.7062,-74.0092,22,0,0,0
40.7196,-74.0107,2,0,0,0
40.7237,-73.9509,20,0,0,0
40.6856,-73.9835,9,0,0,0
40.7854,-73.9493,22,1,0,0
40.7719,-73.947,13,1,0,0
40.7739,-73.8726,11,1,0,0
40.7175,-74.0134,23,1,0,0
40.7644,-73.9826,6,0,0,0
40.7229,-74.0079,12,0,0,0
40.7612,-73.9678,15,0,0,0
40.7643,-73.9583,10,1,0,0
40.6675,-73.9914,9,1,0,0
40.6878,-74.1819,7,0,1,1
40.7351,-73.9956,17,0,0,0
40.6912,-73.9665,7,0,0,0
40.7272,-73.9787,15,0,0,0
40.7195,-73.997,22,0,0,0
40.7641,-73.9813,10,0,0,0
40.7258,-73.9987,21,0,0,0
40.7739,-73.8718,12,0,0,0
40.7227,-73.9981,18,1,0,0
40.7363,-74.0019,20,0,0,0
40.7202,-73.9844,5,1,0,0
40.7114,-73.964,21,0,0,0
40.7416,-73.9933,20,0,0,0
40.7156,-74.0091,19,1,0,0
40.7877,-73.9554,15,1,0,0
40.6997,-73.9451,18,0,0,0
40.7513,-73.9803,8,0,0,0
40.7765,-73.9215,7,0,0,0
40.7066,-74.0084,14,0,0,0
40.7568,-73.9984,3,0,0,0
40.7149,-73.9559,10,1,0,0
40.7104,-74.006,12,0,0,0
40.7452,-73.9922,23,1,0,0
40.7613,-73.9754,14,0,0,0
40.7188,-73.9994,13,1,0,0
40.6813,-73.9771,10,0,0,0
40.7666,-73.9539,4,0,0,0
40.6727,-73.9572,19,0,0,0
40.7355,-73.9947,14,1,0,0
40.7401,-73.9971,6,0,0,0
40.7402,-74.0056,12,0,0,0
40.7441,-73.9956,18,1,0,0
40.6932,-73.9905,11,0,0,0
40.7396,-74.0019,1,1,0,0
40.7458,-73.994,20,0,0,0
40.673,-73.9712,17,0,0,0
40.6976,-73.9359,20,1,0,0
40.7603,-73.9601,6,0,0,0
40.739,-73.9812,9,0,0,0
40.7236,-74.0046,11,0,0,0
40.6457,-73.7768,12,1,0,0
40.7676,-73.9807,19,1,0,0
40.7592,-73.9789,19,0,0,0
40.7279,-73.9807,19,0,0,0
40.7229,-74.005,13,0,0,0
40.7265,-73.9937,15,0,0,0
40.7675,-73.9848,6,0,0,0
40.7365,-73.9889,15,0,0,0
40.7607,-73.9986,12,0,0,0
40.732,-74.0052,7,0,0,0
40.6677,-73.9313,13,0,0,0
40.7894,-73.9799,16,1,0,0
40.6744,-73.9688,15,0,0,0
40.7551,-73.9756,18,0,0,0
40.768,-73.8619,21,1,0,0
40.7567,-73.9665,21,0,0,0
40.7311,-73.9939,18,0,0,0
40.7838,-73.9462,9,0,0,0
40.7485,-73.9926,19,0,0,0
40.7477,-73.9403,18,0,0,0
40.7425,-74.0012,11,0,0,0
40.7731,-73.8855,10,0,0,0
40.7555,-73.9757,11,0,0,0
40.738,-74.004,21,0,0,0
40.6147,-73.9476,6,0,0,0
40.7482,-73.9875,14,0,0,0
40.7423,-73.9931,22,0,0,0
40.7249,-73.9987,7,0,0,0
40.7438,-73.9882,18,1,0,0
40.722,-73.9578,0,1,0,0
40.646,-73.7766,8,0,0,0
40.6078,-73.9817,5,0,0,0
40.7677,-73.9916,17,0,0,0
40.7142,-74.0149,17,0,0,0
40.7405,-73.985,0,0,0,0
40.7564,-73.9742,9,1,0,0
40.7471,-73.9855,21,0,0,0
40.7393,-73.9936,6,0,0,0
40.7344,-73.9862,22,1,0,0
40.7293,-73.987,14,0,0,0
40.742,-73.9893,13,0,0,0
40.7744,-73.9635,13,0,0,0
40.7723,-73.9671,13,1,0,0
40.7041,-73.9868,19,0,0,0
40.752,-73.9851,7,0,0,0
40.718,-74.0147,0,1,0,0
40.7342,-73.9937,20,0,0,0
40.7267,-74.0029,21,0,0,0
40.7645,-73.9704,16,0,0,0
40.734,-73.9928,17,0,0,0
40.7396,-73.985,21,0,0,0
40.759,-73.9814,17,0,0,0
40.6735,-73.9512,0,1,0,0
40.7267,-73.9997,0,1,0,0
40.7157,-73.9402,18,1,0,0
40.8002,-73.9408,16,0,0,0
40.7418,-74.0036,19,0,0,0
40.7359,-74.0057,21,0,0,0
40.7231,-73.9891,8,0,0,0
40.7019,-73.9925,16,1,0,0
40.7401,-73.9948,12,0,0,0
40.6775,-73.9746,5,0,0,0
40.7283,-73.9849,3,0,0,0
40.7743,-73.9635,20,0,0,0
40.8297,-73.928,21,0,0,0
40.7347,-74.1652,22,1,1,1
40.7553,-73.9839,8,0,0,0
40.7506,-73.9741,19,0,0,0
40.7537,-73.9886,17,0,0,0
40.7702,-73.9875,14,0,0,0
40.7694,-73.9635,8,0,0,0
40.7758,-73.9836,22,1,0,0
40.7222,-73.9973,7,0,0,0
40.7108,-73.936,19,0,0,0
40.759,-73.9741,18,0,0,0
40.6878,-74.1817,5,0,1,1
40.7615,-73.9713,13,0,0,0
40.7319,-73.9739,19,0,0,0
40.6295,-74.0109,15,1,0,0
40.6448,-73.7819,6,0,0,0
40.7247,-73.9988,18,1,0,0
40.7618,-73.9825,20,1,0,0
40.7639,-73.9711,17,0,0,0
40.7369,-73.9999,21,0,0,0
40.7435,-73.9577,22,0,0,0
40.7634,-73.9751,23,0,0,0
40.7612,-73.9691,13,0,0,0
40.7771,-73.989,23,1,0,0
40.7499,-74.0026,13,0,0,0
40.7135,-73.962,17,1,0,0
40.7619,-73.9948,3,0,0,0
40.7223,-74.0035,17,0,0,0
40.7229,-73.9886,13,0,0,0
40.7466,-73.9938,22,0,0,0
40.7401,-74.0033,11,1,0,0
40.7571,-74.001,10,0,0,0
40.727,-73.9839,20,1,0,0
40.7767,-73.9792,3,1,0,0
40.7437,-73.9882,15,0,0,0
40.6605,-73.8306,15,1,0,0
40.7311,-73.9936,2,1,0,0
40.7355,-74.0081,17,1,0,0
40.7645,-73.9771,23,1,0,0
40.729,-73.985,9,0,0,0
40.7714,-73.9565,20,0,0,0
40.7422,-74.0046,0,1,0,0
40.7269,-73.9917,20,0,0,0
40.724,-73.9963,17,0,0,0
40.7683,-73.9824,17,0,0,0
40.7587,-73.9777,20,0,0,0
40.8002,-73.9656,22,0,0,0
40.7605,-73.9995,19,0,0,0
40.7338,-74.0099,21,0,0,0
40.7555,-73.9741,14,0,0,0
40.7616,-73.9866,19,0,0,0
40.6959,-73.9941,19,0,0,0
40.7269,-73.9457,19,0,0,0
40.718,-73.9597,9,0,0,0
40.7608,-73.9978,18,1,0,0
40.756,-73.9833,19,0,0,0
40.7619,-73.985,22,0,0,0
40.7614,-73.9998,19,1,0,0
40.7227,-73.9861,17,0,0,0
40.7744,-73.9635,12,0,0,0
40.7167,-74.0148,7,0,0,0
40.7706,-73.9858,10,0,0,0
40.7629,-73.9739,17,0,0,0
40.7239,-73.9992,17,0,0,0
40.7219,-74.0064,21,0,0,0
40.7275,-74.0033,20,1,0,0
40.7289,-73.9971,18,0,0,0
40.7741,-73.872,17,1,0,0
40.6921,-73.985,5,0,0,0
40.7208,-73.9984,17,0,0,0
40.7537,-73.9715,19,1,0,0
40.7063,-74.0087,21,0,0,0
40.7516,-73.9764,22,1,0,0
40.7135,-74.0122,17,0,0,0
40.706,-74.0069,16,0,0,0
40.7416,-74.0028,8,0,0,0
40.6869,-73.9584,11,0,0,0
40.7786,-73.9561,16,0,0,0
40.6468,-73.7895,15,1,0,0
40.7023,-73.9896,21,0,0,0
40.7702,-73.8649,20,0,0,0
40.7504,-73.8974,11,0,0,0
40.6542,-73.9743,6,0,0,0
40.7174,-74.0014,18,0,0,0
40.7631,-73.9806,17,0,0,0
40.7571,-73.985,17,1,0,0
40.7221,-73.9963,21,0,0,0
40.7767,-73.9792,8,0,0,0
40.7834,-73.957,8,0,0,0
40.7303,-73.9759,9,0,0,0
40.7384,-73.9895,23,0,0,0
40.6822,-73.8366,1,1,0,0
40.7868,-73.978,10,1,0,0
40.7635,-73.9818,13,1,0,0
40.7452,-74.0021,19,0,0,0
40.7891,-73.9784,9,0,0,0
40.6447,-73.7821,16,0,0,0
40.7384,-73.9954,15,0,0,0
40.7666,-73.9865,18,1,0,0
40.752,-73.982,16,1,0,0
40.7245,-73.9846,22,0,0,0
40.7255,-74.0044,16,0,0,0
40.7339,-73.9583,18,0,0,0
40.7181,-73.9574,11,0,0,0
40.732,-74.0038,16,1,0,0
40.7276,-73.9906,19,0,0,0
40.718,-74.0153,12,0,0,0
40.7517,-73.993,14,0,0,0
40.7233,-74.0031,11,0,0,0
40.7149,-73.9967,20,1,0,0
40.7644,-73.9833,12,1,0,0
40.7396,-74.0019,2,0,0,0
40.7542,-73.9746,20,0,0,0
40.759,-73.9683,22,0,0,0
40.7591,-73.9816,20,0,0,0
40.7461,-74.26,18,0,-1,-1
40.7216,-73.9888,23,0,0,0
40.7477,-73.8536,17,1,0,0
40.7451,-74.0024,10,0,0,0
40.7222,-73.9996,5,0,0,0
40.7581,-73.9929,14,1,0,0
40.7419,-74.0038,9,0,0,0
40.7344,-74.0025,22,0,0,0
40.7131,-73.9622,8,1,0,0
40.7222,-73.9889,23,0,0,0
40.6993,-73.9542,8,0,0,0
40.7232,-73.994,17,0,0,0
40.774,-73.8725,11,0,0,0
40.7536,-73.9882,16,0,0,0
40.7429,-73.9893,14,0,0,0
40.7076,-74.003,15,0,0,0
40.7831,-73.9592,13,1,0,0
40.7598,-73.9783,15,0,0,0
40.7331,-74.003,23,0,0,0
40.7271,-74.0072,13,0,0,0
40.7025,-73.9889,12,0,0,0
40.7311,-73.8941,15,1,0,0
40.7656,-73.9796,21,0,0,0
40.7112,-74.0159,17,0,0,0
40.729,-73.9886,20,0,0,0
40.7279,-73.944,20,0,0,0
40.7753,-73.9634,16,0,0,0
40.6939,-73.9926,5,0,0,0
40.7742,-73.8723,10,0,0,0
40.7197,-74.0053,19,0,0,0
40.688,-74.182,22,0,1,1
40.7032,-73.9895,12,0,0,0
40.7659,-73.9694,21,0,0,0
40.7572,-73.9837,16,0,0,0
40.7666,-73.9612,10,0,0,0
40.7343,-73.9901,13,0,0,0
40.7151,-74.016,17,1,0,0
40.7588,-73.973,22,0,0,0
40.783,-73.9812,6,0,0,0
40.7439,-73.8832,19,1,0,0
40.7646,-73.9783,0,1,0,0
40.7554,-73.9762,20,0,0,0
40.7498,-74.0051,15,0,0,0
40.7224,-74.0038,20,1,0,0
40.7423,-73.9871,18,0,0,0
40.7142,-74.0096,21,0,0,0
40.6951,-74.1784,17,1,1,1
40.7275,-73.9519,12,1,0,0
40.604,-73.9681,9,0,0,0
40.7738,-73.9049,19,1,0,0
40.7481,-74.0364,18,0,0,0
40.7479,-74.0046,15,0,0,0
40.7409,-74.0076,7,0,0,0
40.7249,-73.8475,7,0,0,0
40.7377,-74.0021,16,1,0,0
40.7205,-73.9998,21,0,0,0
40.7482,-73.9569,14,0,0,0
40.7301,-74.0008,22,0,0,0
40.7589,-73.9781,17,0,0,0
40.7562,-73.9932,11,0,0,0
40.746,-73.9881,15,0,0,0
40.7415,-73.9859,14,0,0,0
40.6981,-73.9336,21,0,0,0
40.7671,-73.5279,9,0,-1,-1
40.7592,-73.9923,21,0,0,0
40.7759,-73.9511,14,1,0,0
40.7598,-73.9761,18,0,0,0
40.7412,-73.9791,3,1,0,0
40.6619,-73.9825,9,0,0,0
40.6767,-74.0178,21,0,0,0
40.7643,-73.9597,12,1,0,0
40.7599,-73.9663,18,0,0,0
40.7801,-73.7753,15,0,0,0
40.7222,-74.0016,18,0,0,0
40.748,-74.0046,7,0,0,0
40.7375,-73.995,18,0,0,0
40.7757,-73.9562,10,0,0,0
40.7608,-73.978,11,0,0,0
40.7361,-74.0036,23,1,0,0
40.7302,-73.9817,21,0,0,0
40.7288,-73.9807,18,0,0,0
40.6719,-73.9774,13,0,0,0
40.7511,-74.0352,15,0,0,0
40.774,-73.8728,9,0,0,0
40.8423,-73.9789,15,0,0,0
40.7936,-73.9733,8,0,0,0
40.69,-73.9922,16,1,0,0
40.7593,-73.9713,21,1,0,0
40.7556,-73.968,20,0,0,0
40.7151,-74.002,0,0,0,0
40.7103,-73.9846,18,1,0,0
40.7322,-73.9803,16,1,0,0
40.7287,-74.0053,18,0,0,0
40.6869,-73.9827,21,1,0,0
40.7613,-74.0002,8,0,0,0
41.013,-73.701,14,0,3,3
40.6881,-73.9896,14,0,0,0
40.7333,-73.9935,9,0,0,0
40.7592,-73.9623,16,0,0,0
40.7616,-73.983,4,0,0,0
40.7697,-73.9941,21,0,0,0
40.7417,-73.882,18,1,0,0
40.7667,-73.9926,5,0,0,0
40.7306,-74.0016,14,1,0,0
40.6953,-74.1802,15,0,1,1
40.7479,-74.0068,18,1,0,0
40.7141,-73.9546,21,0,0,0
40.9088,-73.8989,4,0,0,0
40.7168,-73.9892,21,0,0,0
40.7389,-74.0081,12,0,0,0
40.7251,-74.0077,16,0,0,0
40.7436,-73.9754,18,0,0,0
40.7456,-73.9909,0,0,0,0
40.742,-73.9964,16,0,0,0
40.6773,-73.9671,6,0,0,0
40.7558,-73.9882,21,1,0,0
40.7214,-73.9878,2,1,0,0
40.8506,-73.9371,3,1,0,0
40.7861,-73.9508,8,0,0,0
40.7602,-73.9712,12,0,0,0
40.7559,-73.9703,14,0,0,0
40.7446,-73.9952,13,0,0,0
40.7791,-73.9581,11,1,0,0
40.7579,-73.9806,15,0,0,0
40.8285,-73.9179,16,0,0,0
40.7642,-73.9737,11,0,0,0
40.6878,-74.1818,15,1,1,1
40.6956,-74.1784,17,0,1,1
40.7232,-74.0061,21,0,0,0
40.717,-73.9654,16,0,0,0
40.7481,-74.0075,23,1,0,0
40.7248,-74.0087,14,1,0,0
40.7316,-74.0065,19,0,0,0
40.7555,-73.991,23,1,0,0
40.7555,-73.9709,18,0,0,0
40.7633,-73.9737,14,0,0,0
40.7643,-73.9708,14,0,0,0
40.7647,-73.9643,7,0,0,0
40.7239,-74.0048,18,0,0,0
40.774,-73.8715,19,1,0,0
40.7742,-73.8722,21,0,0,0
40.7546,-73.98,15,0,0,0
40.7572,-73.9765,20,0,0,0
40.7365,-74.0035,5,0,0,0
40.7452,-73.9882,14,0,0,0
40.7213,-73.9982,14,1,0,0
40.7197,-74.0031,17,0,0,0
40.6751,-73.8664,19,0,0,0
40.7913,-73.9697,14,0,0,0
40.7387,-74.0092,5,0,0,0
40.7621,-73.9658,23,1,0,0
40.747,-73.9912,7,1,0,0
40.7381,-73.99,14,1,0,0
40.6933,-73.9872,23,0,0,0
40.7872,-73.9541,0,0,0,0
40.7621,-73.9726,17,0,0,0
40.7338,-73.9899,16,1,0,0
40.6448,-73.7823,21,0,0,0
40.6487,-73.7826,8,1,0,0
40.7767,-73.9487,7,0,0,0
40.7594,-73.9762,19,0,0,0
40.7494,-73.989,20,0,0,0
40.7263,-73.9833,19,0,0,0
40.7244,-73.9501,6,0,0,0
40.7548,-73.9713,19,0,0,0
40.7345,-73.9833,23,1,0,0
40.8235,-73.9471,21,1,0,0
40.7706,-73.967,15,0,0,0
40.74,-73.9919,15,0,0,0
40.7643,-73.9832,15,0,0,0
40.7638,-73.973,18,0,0,0
40.7488,-73.9736,6,0,0,0
40.7744,-73.9456,13,1,0,0
40.7679,-73.9682,17,1,0,0
40.6609,-74.0002,20,0,0,0
40.7884,-73.9527,21,0,0,0
40.6941,-73.9731,15,1,0,0
40.7187,-74.0025,9,0,0,0
40.737,-73.9901,10,0,0,0
40.7179,-73.9902,13,0,0,0
40.7218,-73.979,20,0,0,0
40.7763,-73.9802,16,0,0,0
40.7183,-73.9984,4,0,0,0
40.7409,-74.0075,6,0,0,0
40.7203,-73.9552,9,0,0,0
40.7452,-73.9848,12,0,0,0
40.7445,-73.983,16,0,0,0
40.6898,-73.916,7,1,0,0
40.7405,-74.0057,0,0,0,0
40.7316,-74.0012,20,1,0,0
40.7087,-73.9445,1,1,0,0
40.723,-73.945,22,1,0,0
40.7502,-73.9966,3,1,0,0
40.7315,-73.9951,20,1,0,0
40.7473,-73.9897,17,0,0,0
40.7541,-73.9787,17,0,0,0
40.7478,-73.9836,12,0,0,0
40.7076,-74.0077,19,0,0,0
40.7144,-74.0084,19,0,0,0
40.7551,-73.988,20,0,0,0
40.7483,-73.975,13,1,0,0
40.7552,-73.984,18,0,0,0
40.7547,-73.9975,9,0,0,0
40.7362,-74.0035,6,0,0,0
40.768,-73.9583,9,0,0,0
40.6459,-73.7767,8,0,0,0
40.7422,-73.985,0,1,0,0
40.7199,-73.9942,9,0,0,0
40.7345,-73.9922,0,0,0,0
40.7274,-73.9496,21,1,0,0
40.6608,-73.9613,22,1,0,0
40.7441,-73.9953,8,0,0,0
40.7136,-73.9515,20,0,0,0
40.7259,-73.9985,13,0,0,0
40.7388,-74.0088,6,0,0,0
40.7425,-73.9923,20,0,0,0
40.7737,-73.9837,16,0,0,0
40.7235,-73.9997,15,0,0,0
40.7639,-73.9741,16,1,0,0
40.7446,-73.9889,11,0,0,0
40.8786,-73.9159,21,0,0,0
40.6461,-73.7769,20,0,0,0
40.7715,-73.9804,23,0,0,0
40.782,-73.9592,8,0,0,0
40.7581,-73.9601,18,1,0,0
40.7742,-73.8726,22,0,0,0
40.7543,-73.9868,10,0,0,0
40.7036,-74.0098,14,0,0,0
40.7562,-73.9927,20,0,0,0
40.732,-73.9981,12,0,0,0
40.7555,-73.9843,23,0,0,0
40.7215,-73.9955,21,0,0,0
40.7374,-73.9929,16,0,0,0
40.7186,-74.0103,7,0,0,0
40.7277,-74.0561,8,0,0,0
40.7556,-73.9912,13,1,0,0
40.7191,-73.9925,9,1,0,0
40.7355,-74.0085,19,0,0,0
40.6614,-73.9419,9,1,0,0
40.7673,-73.9548,22,0,0,0
40.7008,-73.9421,3,0,0,0
40.7549,-73.9764,16,0,0,0
40.734,-73.9908,16,0,0,0
40.7396,-74.0,18,1,0,0
40.675,-73.9389,19,0,0,0
40.7212,-73.6502,12,0,0,-1
40.751,-73.9716,20,0,0,0
40.7422,-73.9747,15,0,0,0
40.714,-73.9616,17,1,0,0
40.6436,-73.7902,20,1,0,0
40.7416,-73.9858,14,0,0,0
40.7564,-73.9785,12,0,0,0
40.743,-73.987,15,0,0,0
40.7192,-74.0077,17,1,0,0
40.7536,-73.9712,23,0,0,0
40.7665,-73.9864,6,0,0,0
40.7432,-73.9935,19,0,0,0
40.6727,-73.9781,14,0,0,0
40.725,-73.9813,23,1,0,0
40.7407,-73.9789,18,1,0,0
40.7439,-74.0065,16,0,0,0
40.7552,-73.9764,23,0,0,0
40.743,-73.9866,15,0,0,0
40.7775,-73.9613,17,0,0,0
40.7577,-73.9611,6,0,0,0
40.7578,-74.0006,16,0,0,0
40.689,-73.9528,23,0,0,0
40.7452,-73.9848,8,1,0,0
40.7774,-73.9634,12,1,0,0
40.7421,-73.9749,19,0,0,0
40.7692,-73.9812,9,0,0,0
40.6816,-73.9962,10,1,0,0
40.7603,-73.9583,0,1,0,0
40.7343,-73.9924,8,0,0,0
40.7261,-73.9835,18,0,0,0
40.7699,-73.9926,16,1,0,0
40.7777,-73.9551,12,0,0,0
40.7178,-74.0122,20,1,0,0
40.7161,-73.958,19,0,0,0
40.8553,-73.8648,16,0,0,0
40.76,-73.9761,16,0,0,0
40.7236,-74.0002,11,0,0,0
40.7655,-73.9757,17,0,0,0
40.7645,-73.9701,22,0,0,0
40.7532,-73.972,22,0,0,0
40.7427,-73.9923,9,0,0,0
40.7608,-73.9748,17,0,0,0
40.7603,-73.9741,18,0,0,0
40.7065,-74.0098,8,1,0,0
40.6913,-73.9845,4,0,0,0
40.753,-73.9892,9,0,0,0
40.7246,-74.0009,18,0,0,0
40.7439,-73.9836,16,0,0,0
40.7161,-73.9895,19,0,0,0
40.7419,-73.9937,18,0,0,0
40.6679,-73.9808,13,1,0,0
40.7179,-73.9971,20,0,0,0
40.7607,-73.9974,9,1,0,0
40.7566,-73.9787,18,0,0,0
40.7587,-73.9609,22,0,0,0
40.7474,-73.9725,8,0,0,0
40.7557,-73.9793,17,0,0,0
40.7221,-74.0093,20,0,0,0
40.7641,-73.9786,9,1,0,0
40.7825,-73.9804,9,0,0,0
40.7709,-73.9637,11,1,0,0
40.722,-74.0042,17,0,0,0
40.6754,-74.0152,8,0,0,0
40.6983,-73.9926,15,1,0,0
40.7217,-74.0044,22,0,0,0
40.743,-73.995,17,0,0,0
40.7764,-73.9771,22,1,0,0
40.7279,-73.9947,23,0,0,0
